advertiser,year,month,amount_usd,avisos,status
EVACOPA,2026,6,280.02,1,verificado
EVEREADY,2026,5,6778.3,575,verificado
EVEREADY,2026,6,691.93,63,verificado
EXIBAL,2026,1,981.44,60,verificado
EXIBAL,2026,2,1539.27,110,verificado
EXIBAL,2026,3,1002.41,64,verificado
EXIMIA,2026,2,300.02,1,verificado
EXPLORER,2026,2,1203.35,5,verificado
EXPLORER,2026,3,329.07,2,verificado
EXPLORER,2026,4,15.4,2,verificado
EXPLORER,2026,5,1709.73,137,verificado
EXPLORER,2026,6,30.7,2,verificado
EXPO AUTO,2026,2,392.7,40,verificado
EXPO CARNAVAL ATUNTAQUI,2026,2,246.05,18,verificado
EXPO CONSTRUCCION & VIVIENDA,2026,4,462.67,3,verificado
EXPO ENERGIA,2026,2,82.95,14,verificado
EXPO ENERGIA,2026,3,177.75,30,verificado
EXPO FERIA NACIONAL MUSHUC RUNA,2026,1,3563.88,238,verificado
EXPO FERIA NACIONAL MUSHUC RUNA,2026,2,6369.35,460,verificado
EXPO HOLISTICA BIO,2026,3,43.44,146,verificado
EXPO MAMA HOGAR Y FAMILIA,2026,4,1660.19,145,verificado
EXPO MAMA HOGAR Y FAMILIA,2026,5,296.63,23,verificado
EXPO MOTOR SUR,2026,3,87.71,7,verificado
EXPO NAVIDAD,2026,5,18.0,3,verificado
EXPO PESCA,2026,3,987.22,6,verificado
EXPO PESCA,2026,4,201.1,1,verificado
EXPO PLAN,2026,4,63.06,6,verificado
EXPO PLAN,2026,5,99.64,9,verificado
EXPO TIENDA,2026,5,836.5,43,verificado
EXPOFERIA 2 RUEDAS,2026,4,496.04,2,verificado
EXPOGOL,2026,3,745.1,4,verificado
EXPOGOL,2026,4,898.24,4,verificado
EXPOPLAZA,2026,5,57.91,4,verificado
EXPREG S.A.,2026,4,1488.11,6,verificado
EXPREG S.A.,2026,5,2240.15,7,verificado
F.F.A.A.,2026,2,431.0,49,verificado
F.F.A.A.,2026,3,62295.21,2485,verificado
F.F.A.A.,2026,4,65106.57,1985,verificado
F.F.A.A.,2026,5,249.82,2,verificado
FAB,2026,2,8674.25,688,verificado
FAB,2026,3,4859.79,70,verificado
FAB,2026,4,1206.61,6,verificado
FABULOSO,2026,2,10915.6,370,verificado
FABULOSO,2026,3,16630.57,578,verificado
FACTURERO MOVIL,2026,2,1608.81,8,verificado
FACTURERO MOVIL,2026,3,2138.97,13,verificado
FACTURERO MOVIL,2026,4,3961.68,19,verificado
FACTURERO MOVIL,2026,6,280.02,1,verificado
FACUNDO,2026,2,801.14,3,verificado
FACUNDO,2026,3,1524.3,9,verificado
FACUNDO,2026,5,1984.81,2,verificado
FAINA,2026,1,3164.8,228,verificado
FAINA,2026,2,1777.41,123,verificado
FAINA,2026,3,1927.34,137,verificado
FAINA,2026,4,2619.55,150,verificado
FAINA,2026,5,1327.71,50,verificado
FAINA,2026,6,203.78,8,verificado
FAIR ZERO WASTE,2026,2,201.1,1,verificado
FAKULTI,2026,2,497.2,36,verificado
FAKULTI,2026,4,496.04,2,verificado
FALKEN,2026,2,201.1,1,verificado
FALKEN,2026,4,3224.25,13,verificado
FALKEN,2026,5,2030.14,8,verificado
FAMILIA,2026,3,416.03,2,verificado
FAMILIA,2026,4,496.04,2,verificado
FAMILIA,2026,5,37485.72,786,verificado
FAMILIA,2026,6,3116.85,65,verificado
FANTA,2026,4,8332.11,30,verificado
FANTA,2026,5,7319.78,27,verificado
FARBIO PHARMA,2026,4,1240.09,5,verificado
FARFETCH,2026,3,329.07,2,verificado
FARMACIA 911,2026,3,2582.28,14,verificado
FARMACIA 911,2026,4,697.14,3,verificado
FARMACIA 911,2026,6,280.02,1,verificado
FARMACIA MIA,2026,5,511.89,2,verificado
FARMACIA MIA,2026,6,280.02,1,verificado
FARMACIA SANASANA,2026,1,7830.65,1033,verificado
FARMACIA SANASANA,2026,2,12572.61,706,verificado
FARMACIA SANASANA,2026,3,20285.51,1720,verificado
FARMACIA SANASANA,2026,4,13949.36,712,verificado
FARMACIA SANASANA,2026,5,14710.35,750,verificado
FARMACIA SANASANA,2026,6,1675.38,27,verificado
FARMACIAS COMUNITARIAS,2026,3,1664.12,8,verificado
FARMACIAS COMUNITARIAS,2026,4,248.02,1,verificado
FARMACIAS COMUNITARIAS,2026,5,840.06,3,verificado
FARMACIAS COMUNITARIAS,2026,6,560.04,2,verificado
FARMACIAS CUXIBAMBA,2026,4,2976.23,12,verificado
FARMACIAS ECONOMICAS,2026,1,5284.44,170,verificado
FARMACIAS ECONOMICAS,2026,2,27561.06,976,verificado
FARMACIAS ECONOMICAS,2026,3,38124.94,1209,verificado
FARMACIAS ECONOMICAS,2026,4,38409.94,721,verificado
FARMACIAS ECONOMICAS,2026,5,66299.88,923,verificado
FARMACIAS ECONOMICAS,2026,6,1694.32,78,verificado
FARMACIAS KEYLA,2026,5,511.89,2,verificado
FARMACIAS SAN GREGORIO,2026,1,484.77,54,verificado
FARMACIAS SAN GREGORIO,2026,2,4126.29,49,verificado
FARMACIAS SAN GREGORIO,2026,3,5541.98,24,verificado
FARMACIAS SAN GREGORIO,2026,4,2339.44,10,verificado
FARMACIAS SAN GREGORIO,2026,5,2095.71,8,verificado
FARMACIAS STA. MARTHA,2026,4,248.02,1,verificado
FARMACIAS STA. MARTHA,2026,5,1400.09,4,verificado
FARMACIAS SU SALUD,2026,5,560.04,2,verificado
FARMACIAS SU SALUD,2026,6,280.02,1,verificado
FARMACORAL,2026,2,4867.08,13,verificado
FARMACORAL,2026,3,221.23,1,verificado
FARMAENLACE,2026,3,965.25,1,verificado
FARMAENLACE,2026,5,175.5,1,verificado
FARMAGRO,2026,1,1014.06,122,verificado
FARMAGRO,2026,2,9931.72,108,verificado
FARMAGRO,2026,3,9069.51,149,verificado
FARMAGRO,2026,4,9313.5,142,verificado
FARMAGRO,2026,5,11578.0,243,verificado
FARMAGRO,2026,6,239.23,18,verificado
FARMASAR,2026,5,83.26,7,verificado
FARMASI,2026,3,16.52,2,verificado
FARMASI,2026,5,28.0,1,verificado
FARMAYALA,2026,2,201.1,1,verificado
FARMAYALA,2026,4,402.2,2,verificado
FARMAYOR,2026,2,12831.41,35,verificado
FARMAYOR,2026,4,2151.77,10,verificado
FARMAYOR,2026,5,2940.2,12,verificado
FARO ALTO,2026,3,208.01,1,verificado
FARO ALTO,2026,4,7440.51,25,verificado
FARO DEL PORTO,2026,5,767.84,3,verificado
FARUK MORAN,2026,2,8.41,3,verificado
FARUK MORAN,2026,3,5.61,2,verificado
FARUK MORAN,2026,5,6.63,1,verificado
FASINARM,2026,3,21328.92,240,verificado
FASINARM,2026,4,16545.78,156,verificado
FAST LINE,2026,4,4.34,1,verificado
FATOSLA,2026,3,247.5,3,verificado
FAW,2026,3,111.6,15,verificado
FAW,2026,4,1151.5,67,verificado
FAW,2026,5,849.6,59,verificado
FAW,2026,6,86.4,6,verificado
FAYER WAYER,2026,1,5963.89,5,verificado
FAYER WAYER,2026,2,1704.79,1,verificado
FAYER WAYER,2026,3,1704.8,2,verificado
FAYER WAYER,2026,4,5114.36,3,verificado
FED. DEPORTIVA DE ESMERALDAS,2026,4,163.3,1,verificado
FED. ECUAT. DE BADMINTON,2026,3,200.76,1,verificado
FED. ECUAT. DE BEISBOL,2026,3,83.65,1,verificado
FED. ECUATORIANA DE FUTBOL,2026,3,384.94,32,verificado
FED. ECUATORIANA DE FUTBOL,2026,4,174.06,14,verificado
FED. HOTELERA DEL ECUADOR,2026,5,254.86,1,verificado
FEDENADOR,2026,3,250.95,1,verificado
FEDERAL TIRE,2026,2,201.1,1,verificado
FEDEX,2026,2,3147.31,15,verificado
FEDEX,2026,3,4277.93,24,verificado
FEDEX,2026,4,4330.64,14,verificado
FEDEX,2026,5,4015.06,15,verificado
FEDEXPOR,2026,4,175.5,1,verificado
FEEL THE CLUB,2026,2,201.1,1,verificado
FEEL THE CLUB,2026,3,1480.82,9,verificado
FEEL THE CLUB,2026,4,6870.85,21,verificado
FEEL THE CLUB,2026,5,255.95,1,verificado
FEEL THE TICKETS,2026,2,201.1,1,verificado
FEMSA,2026,2,1178.95,1,verificado
FEMSA,2026,4,803.31,3,verificado
FEMSA,2026,5,1852.23,38,verificado
FEMSA,2026,6,68.92,1,verificado
FENECSA,2026,3,37.2,5,verificado
FENECSA,2026,4,288.0,20,verificado
FENECSA,2026,5,288.0,20,verificado
FENECSA,2026,6,28.8,2,verificado
FER ROMAN BEAUTY STUDIO,2026,1,20.56,5,verificado
FER ROMAN BEAUTY STUDIO,2026,2,291.51,63,verificado
FER ROMAN BEAUTY STUDIO,2026,3,295.25,59,verificado
FER ROMAN BEAUTY STUDIO,2026,4,52.18,14,verificado
FERIA DE AMBATO,2026,1,10522.0,163,verificado
FERIA DE AMBATO,2026,2,19745.08,407,verificado
FERIA DE LA VIVIENDA MI CASA CLAVE,2026,3,978.49,130,verificado
FERIA DE LA VIVIENDA MI CASA CLAVE,2026,4,2986.1,295,verificado
FERIA DE LA VIVIENDA MI CASA CLAVE,2026,5,2426.18,272,verificado
FERIA DE LA VIVIENDA MI CASA CLAVE,2026,6,441.17,54,verificado
FERIA DE PORCENALA CHINA ANDY,2026,5,896.25,1,verificado
FERIA DEL MUEBLE Y DECORACION,2026,3,509.55,68,verificado
FERIA DEL MUEBLE Y DECORACION,2026,4,157.5,15,verificado
FERIA MAMA,2026,5,313.06,1,verificado
FERNANDEZ,2026,3,210.16,26,verificado
FERNANDEZ,2026,4,239.68,24,verificado
FERRERO ROCHER,2026,2,2239.38,1,verificado
FERRERO ROCHER,2026,4,27907.84,373,verificado
FERRERO ROCHER,2026,5,16681.65,177,verificado
FERRETERIA ESPINOZA,2026,2,10293.97,17,verificado
FERRETERIA ESPINOZA,2026,3,13219.65,44,verificado
FERRETERIA ESPINOZA,2026,4,21701.81,46,verificado
FERRETERIA ESPINOZA,2026,5,995.54,1,verificado
FERRETERIA METALHIERRO,2026,3,624.04,3,verificado
FERRETERIA METALHIERRO,2026,4,744.06,3,verificado
FERRETERIA METALHIERRO,2026,5,560.04,2,verificado
FERRETERIA ORIENTAL,2026,5,511.89,2,verificado
FERRISARIATO DE MI COMISARIATO,2026,1,1772.48,246,verificado
FERRISARIATO DE MI COMISARIATO,2026,2,7330.12,246,verificado
FERRISARIATO DE MI COMISARIATO,2026,3,18185.38,593,verificado
FERRISARIATO DE MI COMISARIATO,2026,4,38839.2,560,verificado
FERRISARIATO DE MI COMISARIATO,2026,5,40165.24,838,verificado
FERRISARIATO DE MI COMISARIATO,2026,6,4970.27,70,verificado
FERROMAX,2026,2,12187.64,28,verificado
FERROMAX,2026,3,20849.9,43,verificado
FERROMAX,2026,4,11158.06,26,verificado
FERROMAX,2026,5,6010.32,22,verificado
FERROMAX,2026,6,815.98,3,verificado
FERRUCCI,2026,2,702.22,3,verificado
FERRUCCI,2026,3,2685.43,15,verificado
FERRUCCI,2026,4,650.22,3,verificado
FERRUCCI,2026,5,255.95,1,verificado
FERTISA,2026,2,2679.06,6,verificado
FERTISA,2026,3,1804.06,5,verificado
FERTISA,2026,4,1736.13,7,verificado
FERTISA,2026,5,3979.14,11,verificado
FESTINA,2026,2,900.06,3,verificado
FESTIVANIMAL,2026,2,2271.15,3,verificado
FGM DENTAL,2026,2,2607.8,11,verificado
FGM DENTAL,2026,3,2815.87,15,verificado
FGM DENTAL,2026,5,1023.78,4,verificado
FIAT,2026,2,663.69,3,verificado
FIAT,2026,3,699.77,53,verificado
FIAT,2026,4,280.33,5,verificado
FIAT,2026,5,287.14,2,verificado
FIBRA OPTICA,2026,5,8.96,1,verificado
FIBRA OPTICA,2026,6,5.14,1,verificado
FIBRAMASTER,2026,5,3253.42,694,verificado
FIBRAMASTER,2026,6,195.41,60,verificado
FIBRAMAX,2026,1,22610.31,2419,verificado
FIBRAMAX,2026,2,14894.96,2023,verificado
FIBRAMAX,2026,3,21206.57,2825,verificado
FIBRAMAX,2026,4,23423.99,2557,verificado
FIBRAMAX,2026,5,22128.04,2521,verificado
FIBRAMAX,2026,6,1506.45,180,verificado
FIDEOS CAYAMBE,2026,4,9.95,1,verificado
FIDEOS TOSCANA,2026,2,6804.66,20,verificado
FIDEOS TOSCANA,2026,3,9922.44,46,verificado
FIDEOS TOSCANA,2026,4,6673.24,26,verificado
FIDEOS TOSCANA,2026,5,3727.19,12,verificado
FIDEOS TOSCANA,2026,6,255.95,1,verificado
FIDEVAL,2026,1,2640.83,418,verificado
FIDEVAL,2026,2,23166.46,804,verificado
FIDEVAL,2026,3,33354.8,734,verificado
FIDEVAL,2026,4,9211.49,59,verificado
FIDEVAL,2026,5,5799.88,30,verificado
FIDEVAL,2026,6,280.02,1,verificado
FIDUCIA S.A.,2026,1,567.33,94,verificado
FIDUCIA S.A.,2026,2,2283.75,405,verificado
FIDUCIA S.A.,2026,3,2090.56,364,verificado
FIDUCIA S.A.,2026,4,2877.5,285,verificado
FIDUCIA S.A.,2026,5,3486.03,315,verificado
FIDUCIA S.A.,2026,6,290.75,29,verificado
FIDUCIARIA ATLANTIDA,2026,2,201.1,1,verificado
FIESTA RETRO,2026,2,392.45,105,verificado
FIESTA RETRO,2026,3,1557.64,343,verificado
FIESTA RETRO,2026,4,4134.78,374,verificado
FIESTA RETRO,2026,5,4156.89,376,verificado
FIESTA RETRO,2026,6,375.89,34,verificado
FIGRAMPA,2026,4,897.44,25,verificado
FILETTO STEAKHOUSE,2026,4,1206.61,6,verificado
FILETTO STEAKHOUSE,2026,5,255.95,1,verificado
FILORMO,2026,4,248.02,1,verificado
FINALIN,2026,2,6333.07,31,verificado
FINALIN,2026,3,10738.26,53,verificado
FINALIN,2026,4,4008.59,18,verificado
FINALIN,2026,5,9174.75,35,verificado
FINALIN,2026,6,511.89,2,verificado
FINAN COOP,2026,3,685.63,1,verificado
FINANCOOP,2026,4,685.63,1,verificado
FINCA YARUQUI,2026,5,511.89,2,verificado
FIRENZE PROFESSIONAL,2026,2,1809.91,9,verificado
FIRMAS ELECTRONICAS ECUADOR,2026,2,603.3,3,verificado
FIRMAS ELECTRONICAS.EC,2026,1,148.23,17,verificado
FIRMAS ELECTRONICAS.EC,2026,2,34.88,4,verificado
FIRMAS ELECTRONICAS.EC,2026,4,402.2,2,verificado
FISIO,2026,5,6.37,1,verificado
FISIO MEDICO,2026,5,76.46,9,verificado
FISIOGER TERAPIA FISICA Y REHABILITACION,2026,4,2.91,1,verificado
FISIOL UB,2026,2,1200.09,4,verificado
FISIOL UB,2026,4,992.08,4,verificado
FISIOL UB,2026,5,767.84,3,verificado
FISIOLIFE,2026,3,2132.15,11,verificado
FISIOPRO,2026,2,300.02,1,verificado
FIVE CONDONS (PRESERVATIVO),2026,2,7800.53,24,verificado
FIVE CONDONS (PRESERVATIVO),2026,3,19005.77,62,verificado
FIVE CONDONS (PRESERVATIVO),2026,4,16564.56,40,verificado
FIVE CONDONS (PRESERVATIVO),2026,5,7840.54,28,verificado
FLACSO SEDE ECUADOR,2026,2,603.3,3,verificado
FLACSO SEDE ECUADOR,2026,3,329.07,2,verificado
FLACSO SEDE ECUADOR,2026,4,3902.1,16,verificado
FLACSO SEDE ECUADOR,2026,5,49.51,8,verificado
FLACSO SEDE ECUADOR,2026,6,280.02,1,verificado
FLASH THE TICKETS,2026,5,280.02,1,verificado
FLASH THE TICKETS,2026,6,840.06,3,verificado
FLIPS,2026,2,2212.12,11,verificado
FLOGERMINA,2026,5,331.85,1,verificado
FLOR DE CAÑA,2026,3,208.01,1,verificado
FLORATIL,2026,5,8758.52,67,verificado
FLORATIL,2026,6,2390.74,15,verificado
FLOYDS SPECIALTY COFFEE,2026,1,54.81,9,verificado
FLUIMEC,2026,4,862.8,2,verificado
FLUIMEC,2026,5,1327.4,3,verificado
FM MUNDO 98.1,2026,1,1704.79,1,verificado
FM MUNDO 98.1,2026,2,860.3,2,verificado
FM MUNDO 98.1,2026,3,852.4,1,verificado
FOCA,2026,1,289.88,68,verificado
FOCA,2026,2,285.62,67,verificado
FOCA,2026,3,306.94,72,verificado
FOCA,2026,4,392.7,51,verificado
FOCA,2026,5,331.1,43,verificado
FOCA,2026,6,30.8,4,verificado
FOGEL,2026,4,744.06,3,verificado
FOGEL,2026,5,1047.86,4,verificado
FOGON DEL BETO,2026,3,1282.19,7,verificado
FOLIGAIN,2026,2,5317.77,22,verificado
FOLIGAIN,2026,4,4826.37,17,verificado
FOLIGAIN,2026,5,3583.23,14,verificado
FONDO BIOCORREDOR AMAZONICO,2026,4,3183.03,191,verificado
FONDO BIOCORREDOR AMAZONICO,2026,5,5023.61,319,verificado
FONDO PARA LA PROTECCION DEL AGUA,2026,2,600.04,2,verificado
FONDOS VANGUARDIA,2026,5,37.4,4,verificado
FONTACTIV,2026,2,300.02,1,verificado
FONTACTIV,2026,4,744.06,3,verificado
FONTACTIV,2026,5,840.06,3,verificado
FOOD COURT,2026,2,965.25,1,verificado
FOOD PRODUCTS,2026,1,100.24,5,verificado
FOOD PRODUCTS,2026,2,300.72,15,verificado
FOOD PRODUCTS,2026,3,340.82,17,verificado
FORBES ECUADOR,2026,1,669.79,106,verificado
FORBES ECUADOR,2026,2,565.85,89,verificado
FORBES ECUADOR,2026,3,696.43,115,verificado
FORBES ECUADOR,2026,4,596.7,101,verificado
FORBES ECUADOR,2026,5,589.2,101,verificado
FORBES ECUADOR,2026,6,52.2,9,verificado
FORBET,2026,2,117.93,8,verificado
FORBET,2026,3,118.48,16,verificado
FORBET,2026,4,184.65,25,verificado
FORBET,2026,5,129.93,12,verificado
FORBET,2026,6,275.0,6,verificado
FORD,2026,1,2046.66,296,verificado
FORD,2026,2,26968.72,657,verificado
FORD,2026,3,33847.34,1102,verificado
FORD,2026,4,56233.77,1029,verificado
FORD,2026,5,28369.46,612,verificado
FORD,2026,6,2338.32,52,verificado
FORESTEA,2026,2,402.2,2,verificado
FORESTEA,2026,3,329.07,2,verificado
FORESTEA,2026,4,804.4,3,verificado
FORLAND,2026,2,4769.43,19,verificado
FORLAND,2026,3,3546.41,12,verificado
FORLAND,2026,4,3248.28,16,verificado
FORLAND,2026,5,793.27,12,verificado
FORTIA,2026,3,467.51,44,verificado
FORTIA,2026,4,1899.06,140,verificado
FORTIA,2026,5,1811.75,134,verificado
FORTIUS,2026,4,50.19,1,verificado
FORTUNE MEDICAL,2026,2,1031.75,6,verificado
FORTUNE MEDICAL,2026,3,219.69,3,verificado
FORTUNE MEDICAL,2026,4,5.84,1,verificado
FORTUNE MEDICAL,2026,5,855.42,5,verificado
FORTY,2026,3,9.53,1,verificado
FOSFORERA ECUATORIANA S.A.,2026,5,767.84,3,verificado
FOSFOSE,2026,4,11.2,1,verificado
FOSFOSE,2026,5,11.2,1,verificado
FOTON,2026,2,7048.87,526,verificado
FOTON,2026,3,10445.36,686,verificado
FOTON,2026,4,12607.34,308,verificado
FOTON,2026,5,3983.15,51,verificado
FOUR LOKO,2026,2,804.41,4,verificado
FOUR LOKO,2026,3,3744.26,18,verificado
FOUR LOKO,2026,4,496.04,2,verificado
FRAC,2026,2,300.02,1,verificado
FRANQUICIA PLUS,2026,3,1524.3,9,verificado
FRANUI,2026,2,603.3,3,verificado
FRANUI,2026,3,164.54,1,verificado
FRANUI,2026,5,255.95,1,verificado
FRANZ VIEGENER,2026,5,1480.05,1,verificado
FRECUENTO.COM,2026,2,22391.81,100,verificado
FRECUENTO.COM,2026,3,4841.45,30,verificado
FRECUENTO.COM,2026,4,10497.39,48,verificado
FRECUENTO.COM,2026,5,14438.1,54,verificado
FRECUENTO.COM,2026,6,535.96,2,verificado
FREDERIQUE CONSTANT,2026,6,1364.22,1,verificado
FRENO SEGURO,2026,2,650.32,3,verificado
FRENO SEGURO,2026,3,1872.13,9,verificado
FRENO SEGURO,2026,4,2480.19,10,verificado
FRENO SEGURO,2026,5,4200.28,14,verificado
FRENO SEGURO,2026,6,1120.08,4,verificado
FRESH GREEK,2026,4,1206.61,6,verificado
FRIDAYS,2026,2,193.27,35,verificado
FRIDAYS,2026,3,16.57,3,verificado
FRIDAYS,2026,4,402.2,2,verificado
FRIDAYS,2026,5,305.19,25,verificado
FRIO VESA,2026,5,511.89,2,verificado
FRITEGA S.A.,2026,2,402.2,2,verificado
FRITEGA S.A.,2026,4,804.4,3,verificado
FRITZ,2026,2,1809.9,8,verificado
FRITZ,2026,3,362.38,3,verificado
FRITZ,2026,4,1488.11,6,verificado
FRITZ,2026,5,1120.07,3,verificado
FRUTA GOLOSA,2026,2,1407.71,7,verificado
FRUTA GOLOSA,2026,3,822.68,4,verificado
FRUTA GOLOSA,2026,4,1407.71,7,verificado
FRUTABAR,2026,2,1648.2,59,verificado
FRUTABAR,2026,3,4398.83,78,verificado
FRUTABAR,2026,4,6992.68,85,verificado
FRUTABAR,2026,5,4746.04,69,verificado
FRUTABAR,2026,6,243.94,6,verificado
FRUTOLAND,2026,4,248.02,1,verificado
FTC LIVE,2026,1,1893.29,93,verificado
FTC LIVE,2026,2,3332.76,270,verificado
FTC LIVE,2026,3,4428.77,230,verificado
FTC LIVE,2026,4,8132.91,288,verificado
FTC LIVE,2026,5,16939.07,1178,verificado
FTC LIVE,2026,6,2203.94,180,verificado
FUJINO JAPONES,2026,2,201.1,1,verificado
FULMINA TOS,2026,2,12578.39,512,verificado
FULMINA TOS,2026,3,16706.31,706,verificado
FULMINA TOS,2026,4,6581.09,708,verificado
FULMINA TOS,2026,5,5878.66,550,verificado
FUMICAR,2026,4,88.02,1,verificado
FUMITEC,2026,1,319.92,79,verificado
FUMITEC,2026,2,688.75,70,verificado
FUMITEC,2026,3,800.03,78,verificado
FUMITEC,2026,4,970.51,78,verificado
FUMITEC,2026,5,2553.64,155,verificado
FUMITEC,2026,6,56.58,11,verificado
FUNCION JUDICIAL,2026,5,192.78,1,verificado
FUND. FRANZ WEBER,2026,2,37.59,1,verificado
FUND. MALECON 2000,2026,3,208.01,1,verificado
FUND. MANUEL MORA JAIME,2026,2,14.02,3,verificado
FUND. MEDICA CMS,2026,5,280.02,1,verificado
FUND. NAHIM ISAIAS B.,2026,1,177.87,13,verificado
FUND. NAHIM ISAIAS B.,2026,2,231.74,17,verificado
FUND. NAHIM ISAIAS B.,2026,3,305.11,23,verificado
FUND. NAHIM ISAIAS B.,2026,5,77.0,4,verificado
FUND. NIÑOS CON FUTURO,2026,5,1938.59,2,verificado
FUND. PORFINSINDEUDAS S.A,2026,3,93.21,1,verificado
FUND. PROSPERAR SALUD,2026,1,295.95,31,verificado
FUND. PROSPERAR SALUD,2026,2,568.43,54,verificado
FUND. PROSPERAR SALUD,2026,3,718.9,62,verificado
FUND. PROSPERAR SALUD,2026,4,994.0,51,verificado
FUND. PROSPERAR SALUD,2026,5,1176.0,53,verificado
FUND. PROSPERAR SALUD,2026,6,42.0,3,verificado
FUND. REINA DE QUITO,2026,3,1154.85,33,verificado
FUND. REINA DE QUITO,2026,5,853.74,2,verificado
FUND. REINA DE REINAS CIROI,2026,1,127.31,9,verificado
FUND. TEATRO NACIONAL SUCRE,2026,2,21.92,4,verificado
FUND. THE BRITISH SCHOOL,2026,3,59.75,1,verificado
FUND. VISTA PARA TODOS,2026,3,1627.52,34,verificado
FUND. VISTA PARA TODOS,2026,4,2100.02,42,verificado
FUND. VISTA PARA TODOS,2026,5,1725.77,30,verificado
FUND. VISTA PARA TODOS,2026,6,146.25,4,verificado
FUNDACION JOSE BARCIA,2026,6,280.02,1,verificado
FUNDACION NUEVO AMANECER,2026,2,2700.19,9,verificado
FUNDACION NUEVO AMANECER,2026,3,1248.09,6,verificado
FUNDACION NUEVO AMANECER,2026,4,2728.21,11,verificado
FUNDACION NUEVO AMANECER,2026,5,560.04,2,verificado
FUNDACION REDNI,2026,2,5004.71,18,verificado
FUNDACION REDNI,2026,3,3734.86,17,verificado
FUNDACION REDNI,2026,4,6671.28,26,verificado
FUNDACION REDNI,2026,5,4963.15,202,verificado
FUNDACION REDNI,2026,6,8.03,6,verificado
FUNGIREX,2026,1,614.39,74,verificado
FUNGIREX,2026,2,413.4,52,verificado
FUNGIREX,2026,3,5194.26,152,verificado
FUNGIREX,2026,4,5086.48,105,verificado
FUNGIREX,2026,5,11412.15,70,verificado
FUNGIREX,2026,6,31.36,3,verificado
FUNKETE,2026,2,129.0,49,verificado
FUNKY FISH,2026,2,1005.51,5,verificado
FUNKY FISH,2026,3,5128.75,28,verificado
FUNKY FISH,2026,4,248.02,1,verificado
FURGOTRANS S.A,2026,4,226.54,1,verificado
FURY ENERGY,2026,1,375.9,30,verificado
FURY ENERGY,2026,2,463.61,37,verificado
FURY ENERGY,2026,4,11235.74,49,verificado
FURY ENERGY,2026,5,18605.55,85,verificado
FURY ENERGY,2026,6,791.91,3,verificado
FUSO,2026,2,402.2,2,verificado
FUSO,2026,4,804.41,4,verificado
FUTUAGUITAS S.A,2026,1,424.76,1,verificado
FUTURO CASA DE VALORES,2026,4,804.41,4,verificado
FV- AREA ANDINA S.A.,2026,3,537.09,3,verificado
FYBECA,2026,1,11153.64,113,verificado
FYBECA,2026,2,36945.44,735,verificado
FYBECA,2026,3,31537.52,556,verificado
FYBECA,2026,4,39571.85,378,verificado
FYBECA,2026,5,48690.27,290,verificado
FYBECA,2026,6,1293.12,12,verificado
G MOTOS,2026,3,208.01,1,verificado
G MOTOS,2026,4,3083.46,10,verificado
G MOTOS,2026,5,9375.88,53,verificado
G MOTOS,2026,6,625.81,8,verificado
GAC MOTOR,2026,2,12044.01,43,verificado
GAC MOTOR,2026,3,47692.65,181,verificado
GAC MOTOR,2026,4,130188.93,411,verificado
GAC MOTOR,2026,5,58697.88,233,verificado
GAC MOTOR,2026,6,1701.97,7,verificado
GAES CENTRO AUDITIVOS,2026,1,8573.97,548,verificado
GAES CENTRO AUDITIVOS,2026,2,26830.08,664,verificado
GAES CENTRO AUDITIVOS,2026,3,17199.94,691,verificado
GAES CENTRO AUDITIVOS,2026,4,2507.05,12,verificado
GAES CENTRO AUDITIVOS,2026,5,4119.2,16,verificado
GAES CENTRO AUDITIVOS,2026,6,280.02,1,verificado
GALA IMPORTACIONES,2026,2,643.56,3,verificado
GALACTIC GAMES,2026,4,3016.48,9,verificado
GALAPESCA,2026,3,414.84,1,verificado
GALARCORP,2026,2,1206.61,6,verificado
GALARCORP,2026,5,2047.56,8,verificado
GALAXIA SUPER STEREO 88.5 FM,2026,3,8.14,1,verificado
GALERIAS PLAZA,2026,4,1407.69,5,verificado
GALERIAS QUEZADA,2026,2,201.1,1,verificado
GALJOSA,2026,4,248.02,1,verificado
GALLETA PECOSA,2026,4,248.02,1,verificado
GALU SAPATARIA,2026,1,1618.24,13,verificado
GALU SAPATARIA,2026,2,550.14,4,verificado
GAMA TV,2026,1,212709.05,10406,verificado
GAMA TV,2026,2,184927.05,9212,verificado
GAMA TV,2026,3,185987.73,9194,verificado
GAMA TV,2026,4,208253.47,9219,verificado
GAMA TV,2026,5,190568.32,9765,verificado
GAMA TV,2026,6,16574.9,862,verificado
GAMBOA BOXIM CENTER,2026,2,1691.15,151,verificado
GAMIX MUSIC,2026,2,50.12,4,verificado
GAMMA KNIFE,2026,3,1294.32,3,verificado
GAMMA KNIFE,2026,5,255.95,1,verificado
GANACELL,2026,3,624.04,3,verificado
"GANADAL, NOBOA Y CIA.",2026,1,114.72,1,verificado
"GANADAL, NOBOA Y CIA.",2026,3,143.4,1,verificado
GANADERA EL TEJANO,2026,2,114.72,1,verificado
